Domain,Title,arXiv_ID
Physics,The First Image of a Black Hole,1906.11238
Physics,The Event Horizon Telescope,UNKNOWN
Physics,Supermassive Black Holes at the Center of Galaxies,UNKNOWN
Physics,Active Galactic Nuclei and Quasars,UNKNOWN
Physics,The Formation of Galaxies,UNKNOWN
Physics,Cold Dark Matter Structure Formation,UNKNOWN
Physics,The Hubble Tension,1908.03663
Physics,The S8 Tension in Cosmology,UNKNOWN
Physics,Fast Radio Bursts,1307.1628
Physics,Gamma-Ray Bursts and their Origins,UNKNOWN
