Domain,Title,arXiv_ID
CS,Universal adversarial perturbations,1610.08401
CS,Certifying Some Distributional Robustness with Principled Adversarial Training,1710.10571
CS,"""Why Should I Trust You?"": Explaining the Predictions of Any Classifier",1602.04938
CS,A Unified Approach to Interpreting Model Predictions,1705.07874
CS,Grad-CAM: Visual Explanations from Deep Networks via Gradient-based Localization,1610.02391
CS,Axiomatic Attribution for Deep Networks,1703.01365
CS,Understanding Black-box Predictions via Influence Functions,1703.04730
CS,Neural Ordinary Differential Equations,1806.07366
CS,NeRF: Representing Scenes as Neural Radiance Fields for View Synthesis,2003.08934
CS,Denoising Diffusion Probabilistic Models,2006.11239
