Domain,Title,arXiv_ID
CS,High-Resolution Image Synthesis with Latent Diffusion Models,2112.10752
CS,Learning Transferable Visual Models From Natural Language Supervision,2103.00020
CS,DALL-E: Zero-Shot Text-to-Image Generation,2102.12092
CS,An Image is Worth 16x16 Words: Transformers for Image Recognition at Scale,2010.11929
CS,Swin Transformer: Hierarchical Vision Transformer using Shifted Windows,2103.14030
CS,WaveNet: A Generative Model for Raw Audio,1609.03499
CS,Tacotron 2: Natural TTS Synthesis by Conditioning WaveNet on Mel Spectrogram Predictions,1712.05884
CS,Deep Speech 2: End-to-End Speech Recognition in English and Mandarin,1512.02595
CS,HuBERT: Self-Supervised Speech Representation Learning by Masked Prediction of Hidden Units,2106.07447
CS,AlphaFold: Highly accurate protein structure prediction with AlphaFold,UNKNOWN
