Domain,Title,arXiv_ID
CS,Gemma: Open Models Based on Gemini Research and Technology,UNKNOWN
CS,Mixtral of Experts,2401.04088
CS,Mistral 7B,2310.06825
CS,Qwen Technical Report,2309.16609
CS,RWKV: Reinventing RNNs for the Transformer Era,2305.13048
CS,Mamba: Linear-Time Sequence Modeling with Selective State Spaces,2312.00752
CS,State Space Models for NLP,UNKNOWN
CS,Long-Short Term Memory (LSTM),UNKNOWN
CS,Empirical Evaluation of Gated Recurrent Neural Networks on Sequence Modeling,1412.3555
CS,Hopfield Networks is All You Need,2008.02217
