Domain,Title,arXiv_ID
Physics,Exoplanet Discoveries with Kepler,UNKNOWN
Physics,The TRAPPIST-1 Exoplanet System,1703.01424
Physics,Biosignatures in Exoplanet Atmospheres,UNKNOWN
Physics,Topological Insulators in 2D and 3D,1008.2026
Physics,The Quantum Spin Hall Effect,cond-mat
Physics,Fractional Quantum Hall Effect,UNKNOWN
Physics,Integer Quantum Hall Effect,UNKNOWN
Physics,Graphene and its Electronic Properties,0902.3208
Physics,Magic-Angle Twisted Bilayer Graphene,1803.02342
Physics,Superconductivity in Twisted Bilayer Graphene,1803.02342
