Domain,Title,arXiv_ID
Math,The Goemans-Williamson MAX-CUT algorithm,UNKNOWN
Math,Approximation algorithms and semidefinite programming,UNKNOWN
Math,The interior point method for linear programming,UNKNOWN
Math,Smoothed analysis of algorithms,UNKNOWN
Math,The simplex algorithm is polynomial on average,UNKNOWN
Math,The Lovasz local lemma and its algorithmic applications,UNKNOWN
Math,Moser-Tardos algorithm for the Lovasz local lemma,0903.0544
Math,Szemerédi's Regularity Lemma,UNKNOWN
Math,Hypergraph regularity and the removal lemma,math
Math,The strong perfect graph theorem,UNKNOWN
