Domain,Title,arXiv_ID
Math,The Kepler Conjecture,math
Math,A formal proof of the Kepler conjecture,1501.02155
Math,The existence of a complete metric of positive scalar curvature,UNKNOWN
Math,The Atiyah-Singer index theorem,UNKNOWN
Math,The Seiberg-Witten equations and applications to the topology of smooth four-manifolds,math
Math,The Jones polynomial and knots,math
Math,Khovanov homology,math
Math,A categorization of the Jones polynomial,math
Math,The smooth Poincare conjecture in dimension four,UNKNOWN
Math,The Birch and Swinnerton-Dyer conjecture for elliptic curves,UNKNOWN
