Domain,Title,arXiv_ID
CS,Faster R-CNN: Towards Real-Time Object Detection with Region Proposal Networks,1506.01497
CS,"You Only Look Once: Unified, Real-Time Object Detection",1506.02640
CS,SSD: Single Shot MultiBox Detector,1512.02325
CS,XGBoost: A Scalable Tree Boosting System,1603.02754
CS,Semi-Supervised Classification with Graph Convolutional Networks,1609.02907
CS,Graph Attention Networks,1710.10903
CS,Inductive Representation Learning on Large Graphs,1706.02216
CS,Semi-Supervised Classification with Graph Convolutional Networks,1609.02907
CS,Deep Reinforcement Learning with Double Q-learning,1509.06461
CS,Continuous control with deep reinforcement learning,1509.02971
