Domain,Title,arXiv_ID
Math,Tracy-Widom distribution for the largest eigenvalue of random matrices,UNKNOWN
Math,The Kardar-Parisi-Zhang equation and universality class,1207.6905
Math,Solving the KPZ equation,1107.2315
Math,Hairer's theory of regularity structures,1303.5113
Math,Paracontrolled distributions and singular PDEs,1308.2053
Math,Stochastic quantisation of Yang-Mills,UNKNOWN
Math,Schramm-Loewner Evolution (SLE),math
Math,Conformal invariance of planar loop-erased random walks and uniform spanning trees,math
Math,Dimension of the SLE curves,math
Math,Brownian map as the scaling limit of random planar maps,1105.3258
