Domain,Title,arXiv_ID
Physics,Lattice QCD Calculations of the Hadron Spectrum,UNKNOWN
Physics,Chiral Perturbation Theory,UNKNOWN
Physics,The Parton Model and Deep Inelastic Scattering,UNKNOWN
Physics,Asymptotic Freedom in QCD,UNKNOWN
Physics,Quantum Electrodynamics Renormalization,UNKNOWN
Physics,The Casimir Effect,UNKNOWN
Physics,Anderson Localization,UNKNOWN
Physics,The Quantum Hall Effect,UNKNOWN
Physics,Bose-Einstein Condensation in Dilute Gases,cond-mat
Physics,Feshbach Resonances in Ultracold Gases,UNKNOWN
