Domain,Title,arXiv_ID
CS,MoCo: Momentum Contrast for Unsupervised Visual Representation Learning system,1911.05722
CS,A Simple Framework for Contrastive Learning of Visual Representations,2002.05709
CS,BYOL: Bootstrap Your Own Latent A New Approach to Self-Supervised Learning method,2006.07733
Math,Grothendieck's resolution of singularities,UNKNOWN
Math,Fermat's little theorem generalisations,UNKNOWN
Math,Ramanujan's master theorem,UNKNOWN
Math,Euler's formula for complex analysis,UNKNOWN
Math,Cantor's diagonal argument,UNKNOWN
Math,Godel's incompleteness theorems derivations,UNKNOWN
Math,Cohen's forcing in set theory,UNKNOWN
