Domain,Title,arXiv_ID
Math,Fukaya Categories and Picard-Lefschetz Theory,UNKNOWN
Math,Mirror Symmetry and Algebraic Geometry,UNKNOWN
Math,Homological Algebra of Mirror Symmetry,math
Math,Tropical Geometry and Mirror Symmetry,UNKNOWN
Math,Symplectic Geometry of Hubbards,UNKNOWN
Math,The Mumford-Tate conjecture for K3 surfaces,UNKNOWN
Math,Motivic Cohomology of Varieties,UNKNOWN
Math,Voevodsky's Proof of the Milnor Conjecture,UNKNOWN
Math,The Bloch-Kato conjecture,UNKNOWN
Math,Categorification of quantum groups,math
