Domain,Title,arXiv_ID
CS,PointNet: Deep Learning on Point Sets for 3D Classification and Segmentation,1612.00593
CS,PointNet++: Deep Hierarchical Feature Learning on Point Sets in a Metric Space,1706.02413
CS,VoxelNet: End-to-End Learning for Point Cloud Based 3D Object Detection,1711.06396
CS,Transformer-XL: Attentive Language Models Beyond a Fixed-Length Context,1901.02860
CS,XLNet: Generalized Autoregressive Pretraining for Language Understanding,1906.08237
CS,ELECTRA: Pre-training Text Encoders as Discriminators Rather Than Generators,2003.10555
CS,DeBERTa: Decoding-enhanced BERT with Disentangled Attention,2006.03654
CS,Megatron-LM: Training Multi-Billion Parameter Language Models Using Model Parallelism,1909.08053
CS,ZeRO: Memory Optimizations Toward Training Trillion Parameter Models,1910.02054
CS,DeepSpeed: System Optimizations Enable Training Deep Learning Models with Over 100 Billion Parameters,UNKNOWN
