Domain,Title,Link
CS,Transformer-XL: Attentive Language Models Beyond a Fixed-Length Context architectures,https://arxiv.org/abs/1901.02860
CS,Sparse Transformers for Long Contexts,https://arxiv.org/search/?query=Sparse+Transformers+for+Long+Contexts&searchtype=title
CS,Reformer: The Efficient Transformer architecture,https://arxiv.org/abs/2001.04451
CS,Longformer: The Long-Document Transformer mechanism,https://arxiv.org/abs/2004.05150
CS,Linformer: Self-Attention with Linear Complexity scaling,https://arxiv.org/abs/2006.04768
CS,Perceiver: General Perception with Iterative Attention methodology,https://arxiv.org/abs/2103.03206
CS,Perceiver IO: A General Architecture for Structured Inputs and Outputs,https://arxiv.org/abs/2107.14795
CS,A ConvNet for the 2020s paradigm,https://arxiv.org/abs/2201.03545
CS,MLP-Mixer: An all-MLP Architecture for Vision recognition,https://arxiv.org/abs/2105.01601
CS,Masked Autoencoders Are Scalable Vision Learners approach,https://arxiv.org/abs/2111.06377
