Domain,Title,Link
Math,The Kepler Conjecture,https://arxiv.org/abs/math/9811071
Math,A formal proof of the Kepler conjecture,https://arxiv.org/abs/1501.02155
Math,The existence of a complete metric of positive scalar curvature,https://arxiv.org/search/?query=positive+scalar+curvature&searchtype=title
Math,The Atiyah-Singer index theorem,https://arxiv.org/search/?query=Atiyah-Singer+index+theorem&searchtype=title
Math,The Seiberg-Witten equations and applications to the topology of smooth four-manifolds,https://arxiv.org/abs/math/9903112
Math,The Jones polynomial and knots,https://arxiv.org/abs/math/0411421
Math,Khovanov homology,https://arxiv.org/abs/math/9908171
Math,A categorization of the Jones polynomial,https://arxiv.org/abs/math/9908171
Math,The smooth Poincare conjecture in dimension four,https://arxiv.org/search/?query=smooth+Poincare+conjecture+in+dimension+four&searchtype=title
Math,The Birch and Swinnerton-Dyer conjecture for elliptic curves,https://arxiv.org/search/?query=Birch+and+Swinnerton-Dyer+conjecture&searchtype=title
