Domain,Title,Link
Physics,Complementarity in Quantum Gravity,https://arxiv.org/search/?query=Complementarity+in+Quantum+Gravity&searchtype=title
Physics,String Theory Foundations,https://arxiv.org/search/?query=String+Theory+Foundations&searchtype=title
Physics,M-Theory and Matrix Models,https://arxiv.org/abs/hep-th/9610043
Physics,D-Branes in String Theory,https://arxiv.org/search/?query=D-Branes+in+String+Theory&searchtype=title
Physics,T-Duality in String Theory,https://arxiv.org/search/?query=T-Duality+String+Theory&searchtype=title
Physics,S-Duality in String Theory,https://arxiv.org/search/?query=S-Duality+String+Theory&searchtype=title
Physics,Seiberg-Witten Theory,https://arxiv.org/search/?query=Seiberg-Witten+Theory&searchtype=title
Physics,The Standard Model of Particle Physics,https://arxiv.org/search/?query=The+Standard+Model+of+Particle+Physics&searchtype=title
Physics,The Discovery of the Higgs Boson,https://arxiv.org/abs/1207.7214
Physics,The Higgs Mechanism,https://arxiv.org/search/?query=The+Higgs+Mechanism&searchtype=title
