Domain,Title,Link
Physics,The First Image of a Black Hole,https://arxiv.org/abs/1906.11238
Physics,The Event Horizon Telescope,https://arxiv.org/search/?query=The+Event+Horizon+Telescope&searchtype=title
Physics,Supermassive Black Holes at the Center of Galaxies,https://arxiv.org/search/?query=Supermassive+Black+Holes+at+Center+of+Galaxies&searchtype=title
Physics,Active Galactic Nuclei and Quasars,https://arxiv.org/search/?query=Active+Galactic+Nuclei+Quasars&searchtype=title
Physics,The Formation of Galaxies,https://arxiv.org/search/?query=The+Formation+of+Galaxies&searchtype=title
Physics,Cold Dark Matter Structure Formation,https://arxiv.org/search/?query=Cold+Dark+Matter+Structure+Formation&searchtype=title
Physics,The Hubble Tension,https://arxiv.org/abs/1908.03663
Physics,The S8 Tension in Cosmology,https://arxiv.org/search/?query=The+S8+Tension+in+Cosmology&searchtype=title
Physics,Fast Radio Bursts,https://arxiv.org/abs/1307.1628
Physics,Gamma-Ray Bursts and their Origins,https://arxiv.org/search/?query=Gamma-Ray+Bursts+and+their+Origins&searchtype=title
