Domain,Title,Link
Math,Modularity of abelian surfaces,https://arxiv.org/abs/math/0010086
Math,Fermat's Last Theorem for Amicable Numbers,https://arxiv.org/abs/1508.06456
Math,Proof of the geometric Langlands conjecture,https://arxiv.org/search/?query=Proof+of+the+geometric+Langlands+conjecture&searchtype=title
Math,A simple proof of the fundamental theorem of algebra,https://arxiv.org/abs/math/0306169
Math,The Green-Tao Theorem on arbitrary subsets of primes,https://arxiv.org/search/?query=Green-Tao+Theorem+on+arbitrary+subsets+of+primes&searchtype=title
Math,The primes contain arbitrarily long polynomial progressions,https://arxiv.org/abs/math/0605315
Math,Linear equations in primes,https://arxiv.org/abs/math/0606088
Math,A solution to the Erdos similarity problem,https://arxiv.org/search/?query=Erdos+similarity+problem&searchtype=title
Math,On the Erdos discrepancy problem,https://arxiv.org/abs/1509.05389
Math,An improvement of the bound for the Erdos distinct distances problem,https://arxiv.org/abs/1011.0824
