Domain,Title,Link
Physics,Cosmic Microwave Background Radiation,https://arxiv.org/search/?query=Cosmic+Microwave+Background+Radiation&searchtype=title
Physics,The WMAP Results on the CMB,https://arxiv.org/search/?query=WMAP+Results+CMB&searchtype=title
Physics,The Planck Results on the CMB,https://arxiv.org/abs/1807.06209
Physics,COBE Results and the Anisotropy of the CMB,https://arxiv.org/search/?query=COBE+Results+Anisotropy+CMB&searchtype=title
Physics,B-Mode Polarization of the CMB,https://arxiv.org/search/?query=B-Mode+Polarization+CMB&searchtype=title
Physics,Cosmic Inflation,https://arxiv.org/search/?query=Cosmic+Inflation&searchtype=title
Physics,Slow-Roll Inflation,https://arxiv.org/search/?query=Slow-Roll+Inflation&searchtype=title
Physics,Chaotic Inflation,https://arxiv.org/search/?query=Chaotic+Inflation&searchtype=title
Physics,Eternal Inflation,https://arxiv.org/search/?query=Eternal+Inflation&searchtype=title
Physics,The Multiverse Hypothesis,https://arxiv.org/search/?query=The+Multiverse+Hypothesis&searchtype=title
