Domain,Title,Link
CS,MoCo: Momentum Contrast for Unsupervised Visual Representation Learning system,https://arxiv.org/abs/1911.05722
CS,SimCLR: A Simple Framework for Contrastive Learning of Visual Representations analysis,https://arxiv.org/abs/2002.05709
CS,BYOL: Bootstrap Your Own Latent A New Approach to Self-Supervised Learning method,https://arxiv.org/abs/2006.07733
Math,Grothendieck's resolution of singularities,https://arxiv.org/search/?query=Grothendieck+resolution+of+singularities&searchtype=title
Math,Fermat's little theorem generalisations,https://arxiv.org/search/?query=Fermat+little+theorem+generalisations&searchtype=title
Math,Ramanujan's master theorem,https://arxiv.org/search/?query=Ramanujan+master+theorem&searchtype=title
Math,Euler's formula for complex analysis,https://arxiv.org/search/?query=Euler+formula+for+complex+analysis&searchtype=title
Math,Cantor's diagonal argument,https://arxiv.org/search/?query=Cantor+diagonal+argument&searchtype=title
Math,Godel's incompleteness theorems derivations,https://arxiv.org/search/?query=Godel+incompleteness&searchtype=title
Math,Cohen's forcing in set theory,https://arxiv.org/search/?query=Cohen+forcing+in+set+theory&searchtype=title
