Domain,Title,Link
Physics,First M87 Event Horizon Telescope Results. I. The Shadow of the Supermassive Black Hole,https://arxiv.org/abs/1906.11238
Physics,Observation of High-Energy Astrophysical Neutrinos in Three Years of IceCube Data,https://arxiv.org/abs/1405.5300
Physics,Evidence for High-Energy Extraterrestrial Neutrinos at the IceCube Detector,https://arxiv.org/abs/1311.5238
Physics,Measurements of the Higgs boson production and decay rates,https://arxiv.org/abs/1507.04548
Physics,Search for the standard model Higgs boson,https://arxiv.org/abs/hep-ex/0306033
Physics,High-Tc Superconductivity based on correlated electrons,https://arxiv.org/abs/cond-mat/0202115
Physics,Theory of superconductivity,https://arxiv.org/abs/cond-mat/0208198
Physics,Quantum Computation with Quantum Dots,https://arxiv.org/abs/cond-mat/9702243
Physics,Polynomial-Time Algorithms for Prime Factorization and Discrete Logarithms on a Quantum Computer,https://arxiv.org/abs/quant-ph/9508027
Physics,Quantum Supremacy Using a Programmable Superconducting Processor,https://arxiv.org/abs/1910.11333
