Domain,Title,Link
CS,AlphaStar: Mastering the Real-Time Strategy Game StarCraft II,https://arxiv.org/search/?query=Mastering+the+Real-Time+Strategy+Game+StarCraft+II&searchtype=title
CS,MuZero: Mastering Atari Go Chess and Shogi by Planning with a Learned Model,https://arxiv.org/abs/1911.08265
CS,InstructGPT: Training language models to follow instructions with human feedback,https://arxiv.org/abs/2203.02155
CS,RLHF: Deep Reinforcement Learning from Human Preferences,https://arxiv.org/abs/1706.03741
CS,LoRA: Low-Rank Adaptation of Large Language Models,https://arxiv.org/abs/2106.09685
CS,FlashAttention: Fast and Memory-Efficient Exact Attention with IO-Awareness,https://arxiv.org/abs/2205.14135
CS,Chinchilla: Training Compute-Optimal Large Language Models,https://arxiv.org/abs/2203.15556
CS,PaLM: Scaling Language Modeling with Pathways,https://arxiv.org/abs/2204.02311
CS,OPT: Open Pre-trained Transformer Language Models,https://arxiv.org/abs/2205.01068
CS,LLaMA: Open and Efficient Foundation Language Models,https://arxiv.org/abs/2302.13971
