Domain,Title,Link
Physics,High-Temperature Superconductivity in Cuprates,https://arxiv.org/search/?query=High-Temperature+Superconductivity+in+Cuprates&searchtype=title
Physics,Iron-Based Superconductors,https://arxiv.org/abs/0804.4815
Physics,BCS Theory of Superconductivity,https://arxiv.org/search/?query=BCS+Theory+of+Superconductivity&searchtype=title
Physics,Majorana Fermions in Condensed Matter Physics,https://arxiv.org/abs/1206.1736
Physics,Topological Quantum Computation,https://arxiv.org/abs/quant-ph/0205206
Physics,Anyons in Fractional Quantum Hall States,https://arxiv.org/search/?query=Anyons+Fractional+Quantum+Hall+States&searchtype=title
Physics,Weyl Semimetals,https://arxiv.org/abs/1502.04684
Physics,Dirac Semimetals,https://arxiv.org/search/?query=Dirac+Semimetals&searchtype=title
Physics,Quantum Spin Liquids,https://arxiv.org/abs/cond-mat/0612446
Physics,The Kitaev Honeycomb Model,https://arxiv.org/abs/cond-mat/0506438
