Domain,Title,Link
Physics,Suppression of Quantum Errors by Scaling a Surface Code Logical Qubit,https://arxiv.org/abs/2207.06431
Physics,Measurement-Device-Independent Quantum Key Distribution,https://arxiv.org/abs/1112.0525
Physics,Micius Satellite: Satellite-Based Quantum Key Distribution,https://arxiv.org/abs/1707.00542
Physics,Entanglement distribution over 1200 kilometers from a satellite,https://arxiv.org/abs/1707.01339
Physics,Observation of CP Violation in the B Meson System,https://arxiv.org/abs/hep-ex/0107013
Physics,Discovery of the pentaquark states Pc(4380)+ and Pc(4450)+,https://arxiv.org/abs/1507.03414
Physics,Observation of doubly charmed baryon Xi_cc++,https://arxiv.org/abs/1707.01621
Physics,Measurement of the anomalous magnetic moment of the muon (g-2),https://arxiv.org/abs/2104.03281
Physics,First Results from the Muon g-2 Experiment at Fermilab,https://arxiv.org/abs/2104.03281
Physics,Measurement of the W boson mass at CDF,https://arxiv.org/abs/2204.04705
