Domain,Title,Link
Math,The thermodynamic formalism for Anosov diffeomorphisms,https://arxiv.org/search/?query=The+thermodynamic+formalism+for+Anosov+diffeomorphisms&searchtype=title
Math,Ratner's theorems on unipotent flows,https://arxiv.org/search/?query=Ratner+theorems+on+unipotent+flows&searchtype=title
Math,Measure rigidity for unipotent flows,https://arxiv.org/search/?query=Measure+rigidity+for+unipotent+flows&searchtype=title
Math,The Margulis lemma and its applications,https://arxiv.org/search/?query=The+Margulis+lemma&searchtype=title
Math,Kazhdan's property (T),https://arxiv.org/search/?query=Kazhdan+property+T&searchtype=title
Math,Expander graphs and their applications,https://arxiv.org/search/?query=Expander+graphs+and+their+applications&searchtype=title
Math,Ramanujan graphs and the Lubotzky-Phillips-Sarnak construction,https://arxiv.org/search/?query=Ramanujan+graphs&searchtype=title
Math,The Zig-Zag product of graphs,https://arxiv.org/search/?query=The+Zig-Zag+product+of+graphs&searchtype=title
Math,A new proof of the PCP theorem,https://arxiv.org/abs/cs/0504048
Math,Unique Games Conjecture,https://arxiv.org/search/?query=Unique+Games+Conjecture&searchtype=title
