Domain,Title,Link
CS,Flamingo: a Visual Language Model for Few-Shot Learning,https://arxiv.org/abs/2204.14198
CS,segment anything,https://arxiv.org/abs/2304.02643
CS,ControlNet: Adding Conditional Control to Text-to-Image Diffusion Models,https://arxiv.org/abs/2302.05543
Math,The entropy formula for the Ricci flow and its geometric applications,https://arxiv.org/abs/math/0211159
Math,Ricci flow with surgery on three-manifolds,https://arxiv.org/abs/math/0303109
Math,Finite extinction time for the solutions to the Ricci flow on certain three-manifolds,https://arxiv.org/abs/math/0307245
Math,The sphere packing problem in dimension 8,https://arxiv.org/abs/1603.04246
Math,The sphere packing problem in dimension 24,https://arxiv.org/abs/1603.06518
Math,On large subsets of F_q^n with no three-term arithmetic progression,https://arxiv.org/abs/1605.09223
Math,Improved bounds for the sunflower lemma,https://arxiv.org/abs/1908.09327
