Domain,Title,Link
Physics,Observational Evidence from Supernovae for an Accelerating Universe,https://arxiv.org/abs/astro-ph/9805201
Physics,First Observation of the Greisen-Zatsepin-Kuzmin Suppression,https://arxiv.org/abs/astro-ph/0703199
Physics,Observation of Gravitational Waves from a Binary Neutron Star Inspiral,https://arxiv.org/abs/1710.05832
Physics,Multi-messenger Observations of a Binary Neutron Star Merger,https://arxiv.org/abs/1710.05833
Bio,RoseTTAFold: Accurate prediction of protein structures and interactions,https://arxiv.org/abs/2107.05047
Bio,Cell Ranger: A scalable and robust 3` single-cell RNA-seq clustering workflow,https://arxiv.org/search/?query=Cell+Ranger+single-cell+RNA-seq&searchtype=title
Bio,scikit-learn: Machine Learning in Python for Bioinformatics,https://arxiv.org/abs/1201.0490
Bio,DeepBind: Predicting the sequence specificities of DNA- and RNA-binding proteins,https://arxiv.org/abs/1508.01259
Bio,DeepSEA: Predicting effects of noncoding variants with deep learning-based sequence model,https://arxiv.org/abs/1508.01259
Bio,A deep learning approach to antibiotic discovery,https://arxiv.org/search/?query=deep+learning+approach+to+antibiotic+discovery&searchtype=title
