Domain,Title,Link
Math,The Geometrization Conjecture of Thurston,https://arxiv.org/search/?query=The+Geometrization+Conjecture+of+Thurston&searchtype=title
Math,Ricci Flow with Surgery on 3-Manifolds,https://arxiv.org/abs/math/0303109
Math,The Sphere Packing Problem in 8 Dimensions,https://arxiv.org/abs/1603.04246
Math,The Sphere Packing Problem in 24 Dimensions,https://arxiv.org/abs/1603.06518
Math,Universal Optimality of the Leech Lattice,https://arxiv.org/search/?query=Universal+Optimality+of+the+Leech+Lattice&searchtype=title
Math,The Erdos-Szekeres Theorem in Combinatorial Geometry,https://arxiv.org/search/?query=Erdos-Szekeres+Theorem+in+Combinatorial+Geometry&searchtype=title
Math,The Szemeredi Regularity Lemma,https://arxiv.org/search/?query=Szemeredi+Regularity+Lemma&searchtype=title
Math,Green-Tao Theorem on Primes in Arithmetic Progression,https://arxiv.org/search/?query=Green-Tao+Theorem+on+Primes+in+Arithmetic+Progression&searchtype=title
Math,The Twin Prime Conjecture,https://arxiv.org/search/?query=Twin+Prime+Conjecture&searchtype=title
Math,Yitang Zhang's Bound on Prime Gaps,https://arxiv.org/search/?query=Yitang+Zhang+Bound+on+Prime+Gaps&searchtype=title
