Domain,Title,Link
Physics,Exoplanet Discoveries with Kepler,https://arxiv.org/search/?query=Exoplanet+Discoveries+with+Kepler&searchtype=title
Physics,The TRAPPIST-1 Exoplanet System,https://arxiv.org/abs/1703.01424
Physics,Biosignatures in Exoplanet Atmospheres,https://arxiv.org/search/?query=Biosignatures+Exoplanet+Atmospheres&searchtype=title
Physics,Topological Insulators in 2D and 3D,https://arxiv.org/abs/1008.2026
Physics,The Quantum Spin Hall Effect,https://arxiv.org/abs/cond-mat/0611341
Physics,Fractional Quantum Hall Effect,https://arxiv.org/search/?query=Fractional+Quantum+Hall+Effect&searchtype=title
Physics,Integer Quantum Hall Effect,https://arxiv.org/search/?query=Integer+Quantum+Hall+Effect&searchtype=title
Physics,Graphene and its Electronic Properties,https://arxiv.org/abs/0902.3208
Physics,Magic-Angle Twisted Bilayer Graphene,https://arxiv.org/abs/1803.02342
Physics,Superconductivity in Twisted Bilayer Graphene,https://arxiv.org/abs/1803.02342
