Domain,Title,Link
Math,Uniqueness of the Brownian map,https://arxiv.org/abs/1105.4842
Math,Quantum Liouville theory and the DOZZ formula,https://arxiv.org/abs/1401.3624
Math,Gaussian Free Field and its geometry,https://arxiv.org/search/?query=Gaussian+Free+Field+and+its+geometry&searchtype=title
Math,An introduction to the Gaussian Free Field,https://arxiv.org/search/?query=An+introduction+to+the+Gaussian+Free+Field&searchtype=title
Math,The exact dimension of the Mandelbrot set boundary is 2,https://arxiv.org/search/?query=The+exact+dimension+of+the+Mandelbrot+set+boundary+is+2&searchtype=title
Math,Local connectivity of the Mandelbrot set at certain parameter values,https://arxiv.org/search/?query=Local+connectivity+of+the+Mandelbrot+set&searchtype=title
Math,The density of hyperbolicity in one-dimensional dynamics,https://arxiv.org/search/?query=density+of+hyperbolicity+in+one-dimensional+dynamics&searchtype=title
Math,Dynamics of the complex logistic map,https://arxiv.org/search/?query=Dynamics+of+the+complex+logistic+map&searchtype=title
Math,Renormalization in complex dynamics,https://arxiv.org/search/?query=Renormalization+in+complex+dynamics&searchtype=title
Math,Pesin's formula for expanding maps,https://arxiv.org/search/?query=Pesin+formula&searchtype=title
