Domain,Title,Link
Math,The formal verification of the odd order theorem,https://arxiv.org/search/?query=The+formal+verification+of+the+odd+order+theorem&searchtype=title
Math,Perfectoid spaces,https://arxiv.org/abs/1111.4914
Math,The weight-monodromy conjecture for complete intersections in toric varieties,https://arxiv.org/abs/1111.6385
Math,Galois representations attached to torsion classes in cohomology,https://arxiv.org/abs/1311.4128
Math,On the local Langlands conjecture for p-adic groups,https://arxiv.org/abs/1612.04018
Math,Endoscopy and the Langlands classification,https://arxiv.org/search/?query=Endoscopy+and+the+Langlands+classification&searchtype=title
Math,The Fundamental Lemma for unitary groups,https://arxiv.org/abs/0801.3507
Math,Stable trace formula and the stabilization problem,https://arxiv.org/search/?query=Stable+trace+formula+and+the+stabilization+problem&searchtype=title
Math,The geometric representation theory of the Langlands program,https://arxiv.org/search/?query=geometric+representation+theory+of+the+Langlands+program&searchtype=title
Math,Categorical local Langlands correspondence,https://arxiv.org/search/?query=Categorical+local+Langlands+correspondence&searchtype=title
