Domain,Title,Link
Math,Polynomial partitioning and the Erdos distinct distances problem,https://arxiv.org/abs/1011.0824
Math,A short proof of the Kakeya maximal operator conjecture,https://arxiv.org/search/?query=Kakeya+maximal+operator+conjecture&searchtype=title
Math,The decimation-in-frequency fast Fourier transform,https://arxiv.org/search/?query=decimation-in-frequency+fast+Fourier+transform&searchtype=title
Math,Resolution of the ABC conjecture,https://arxiv.org/search/?query=Resolution+of+the+ABC+conjecture&searchtype=title
Math,Inter-universal Teichmuller Theory I: Construction of Hodge Theaters,https://arxiv.org/search/?query=Inter-universal+Teichmuller+Theory&searchtype=title
Math,Solving the Kadison-Singer Problem,https://arxiv.org/abs/1306.3969
Math,Interlacing Families II: Mixed Characteristic Polynomials and the Kadison-Singer problem,https://arxiv.org/abs/1306.3969
Math,A counterexample to the Borsuk conjecture,https://arxiv.org/abs/math/0111162
Math,The chromatic number of the plane is at least 5,https://arxiv.org/abs/1804.02385
Math,Proof of the strict inequalities for the chromatic number of graphs,https://arxiv.org/search/?query=chromatic+number+of+graphs&searchtype=title
