Domain,Title,Link
Math,The Goemans-Williamson MAX-CUT algorithm,https://arxiv.org/search/?query=Goemans-Williamson+MAX-CUT&searchtype=title
Math,Approximation algorithms and semidefinite programming,https://arxiv.org/search/?query=semidefinite+programming+approximation+algorithms&searchtype=title
Math,The interior point method for linear programming,https://arxiv.org/search/?query=interior+point+method+for+linear+programming&searchtype=title
Math,Smoothed analysis of algorithms,https://arxiv.org/search/?query=Smoothed+analysis+of+algorithms+Spielman+Teng&searchtype=title
Math,The simplex algorithm is polynomial on average,https://arxiv.org/search/?query=The+simplex+algorithm+is+polynomial+on+average&searchtype=title
Math,The Lovasz local lemma and its algorithmic applications,https://arxiv.org/search/?query=The+Lovasz+local+lemma&searchtype=title
Math,Moser-Tardos algorithm for the Lovasz local lemma,https://arxiv.org/abs/0903.0544
Math,Szemerédi's Regularity Lemma,https://arxiv.org/search/?query=Szemeredi+Regularity+Lemma&searchtype=title
Math,Hypergraph regularity and the removal lemma,https://arxiv.org/abs/math/0607755
Math,The strong perfect graph theorem,https://arxiv.org/search/?query=The+strong+perfect+graph+theorem&searchtype=title
