Domain,Title,Link
Math,On the Hodge conjecture,https://arxiv.org/search/?query=Hodge+conjecture&searchtype=title
Math,The Navier-Stokes existence and smoothness problem,https://arxiv.org/search/?query=Navier-Stokes+existence+and+smoothness+problem&searchtype=title
Math,Yang-Mills existence and mass gap,https://arxiv.org/search/?query=Yang-Mills+existence+and+mass+gap&searchtype=title
Math,The P versus NP problem,https://arxiv.org/search/?query=P+versus+NP+problem&searchtype=title
Math,A proof of the weak Goldbach conjecture,https://arxiv.org/abs/1305.2897
Math,Goldbach's weak conjecture for primes,https://arxiv.org/abs/1305.2897
Math,The existence of bounded gaps between primes,https://arxiv.org/abs/1305.2897
Math,Proof of the main conjecture of Iwasawa theory,https://arxiv.org/abs/math/0401211
Math,The Gross-Zagier formula,https://arxiv.org/abs/math/0512140
Math,The L-functions of elliptic curves,https://arxiv.org/abs/math/0512140
