Domain,Title,Link
CS,Auto-Encoding Variational Bayes,https://arxiv.org/abs/1312.6114
CS,Show and Tell: A Neural Image Caption Generator,https://arxiv.org/abs/1411.4555
CS,Sequence to Sequence Learning with Neural Networks,https://arxiv.org/abs/1409.3215
CS,Neural Machine Translation by Jointly Learning to Align and Translate,https://arxiv.org/abs/1409.0473
CS,Word2Vec: Efficient Estimation of Word Representations in Vector Space,https://arxiv.org/abs/1301.3781
CS,Distributed Representations of Words and Phrases and their Compositionality,https://arxiv.org/abs/1310.4546
CS,Very Deep Convolutional Networks for Large-Scale Image Recognition,https://arxiv.org/abs/1409.1556
CS,Going Deeper with Convolutions,https://arxiv.org/abs/1409.4842
CS,U-Net: Convolutional Networks for Biomedical Image Segmentation,https://arxiv.org/abs/1505.04597
CS,Mask R-CNN,https://arxiv.org/abs/1703.06870
