Domain,Title,Link
Math,Fukaya Categories and Picard-Lefschetz Theory,https://arxiv.org/search/?query=Fukaya+Categories+and+Picard-Lefschetz+Theory&searchtype=title
Math,Mirror Symmetry and Algebraic Geometry,https://arxiv.org/search/?query=Mirror+Symmetry+and+Algebraic+Geometry&searchtype=title
Math,Homological Algebra of Mirror Symmetry,https://arxiv.org/abs/math/9411018
Math,Tropical Geometry and Mirror Symmetry,https://arxiv.org/search/?query=Tropical+Geometry+and+Mirror+Symmetry&searchtype=title
Math,Symplectic Geometry of Hubbards,https://arxiv.org/search/?query=Symplectic+Geometry+Hubbard&searchtype=title
Math,The Mumford-Tate conjecture for K3 surfaces,https://arxiv.org/search/?query=Mumford-Tate+conjecture+for+K3+surfaces&searchtype=title
Math,Motivic Cohomology of Varieties,https://arxiv.org/search/?query=Motivic+Cohomology+of+Varieties&searchtype=title
Math,Voevodsky's Proof of the Milnor Conjecture,https://arxiv.org/search/?query=Voevodsky+Proof+of+the+Milnor+Conjecture&searchtype=title
Math,The Bloch-Kato conjecture,https://arxiv.org/search/?query=The+Bloch-Kato+conjecture&searchtype=title
Math,Categorification of quantum groups,https://arxiv.org/abs/math/0511288
