Domain,Title,Link
Math,The independence of the continuum hypothesis,https://arxiv.org/abs/math/0501116
Physics,First Observation of Gravitational Waves from a Binary Black Hole Merger,https://arxiv.org/abs/1602.03837
Physics,Observation of a new particle in the search for the Standard Model Higgs boson with the ATLAS detector at the LHC,https://arxiv.org/abs/1207.7214
Physics,Observation of a new boson at a mass of 125 GeV with the CMS experiment at the LHC,https://arxiv.org/abs/1207.7235
Physics,Discovery of a Superfluid Phase of 3He,https://arxiv.org/abs/cond-mat/9804044
Physics,Bose-Einstein Condensation in a Gas of Sodium Atoms,https://arxiv.org/abs/cond-mat/9612053
Physics,Anti-de Sitter Space and Holography,https://arxiv.org/abs/hep-th/9802150
Physics,The Large N Limit of Superconformal Field Theories and Supergravity,https://arxiv.org/abs/hep-th/9711200
Physics,Planck 2018 results. VI. Cosmological parameters,https://arxiv.org/abs/1807.06209
Physics,Planck 2015 results. XIII. Cosmological parameters,https://arxiv.org/abs/1502.01589
