Domain,Title,Link
CS,EfficientNet: Rethinking Model Scaling for Convolutional Neural Networks,https://arxiv.org/abs/1905.11946
CS,SqueezeNet: AlexNet-level accuracy with 50x fewer parameters and <0.5MB model size,https://arxiv.org/abs/1602.07360
CS,Neural Architecture Search with Reinforcement Learning,https://arxiv.org/abs/1611.01578
CS,DARTS: Differentiable Architecture Search,https://arxiv.org/abs/1806.09055
CS,ENAS: Efficient Neural Architecture Search via Parameter Sharing,https://arxiv.org/abs/1802.03268
CS,MAML: Model-Agnostic Meta-Learning for Fast Adaptation of Deep Networks,https://arxiv.org/abs/1703.03400
CS,Prototypical Networks for Few-shot Learning,https://arxiv.org/abs/1703.05175
CS,Matching Networks for One Shot Learning,https://arxiv.org/abs/1606.04080
CS,Reptile: On First-Order Meta-Learning Algorithms,https://arxiv.org/abs/1803.02999
CS,Optimization as a Model for Few-Shot Learning,https://arxiv.org/abs/1612.06980
