Domain,Title,Link
CS,Longformer: The Long-Document Transformer,https://arxiv.org/abs/2004.05150
CS,Linformer: Self-Attention with Linear Complexity,https://arxiv.org/abs/2006.04768
CS,Perceiver: General Perception with Iterative Attention,https://arxiv.org/abs/2103.03206
CS,Perceiver IO: A General Architecture for Structured Inputs & Outputs,https://arxiv.org/abs/2107.14795
CS,A ConvNet for the 2020s,https://arxiv.org/abs/2201.03545
CS,MLP-Mixer: An all-MLP Architecture for Vision,https://arxiv.org/abs/2105.01601
CS,Masked Autoencoders Are Scalable Vision Learners,https://arxiv.org/abs/2111.06377
CS,MoCo: Momentum Contrast for Unsupervised Visual Representation Learning,https://arxiv.org/abs/1911.05722
CS,BYOL: Bootstrap Your Own Latent A New Approach to Self-Supervised Learning,https://arxiv.org/abs/2006.07733
CS,DINO: Emerging Properties in Self-Supervised Vision Transformers,https://arxiv.org/abs/2104.14294
