Domain,Title,Link
Physics,Optical Lattices and Quantum Simulation,https://arxiv.org/search/?query=Optical+Lattices+Quantum+Simulation&searchtype=title
Physics,Rydberg Atoms for Quantum Information,https://arxiv.org/search/?query=Rydberg+Atoms+Quantum+Information&searchtype=title
Physics,Cavity Quantum Electrodynamics,https://arxiv.org/search/?query=Cavity+Quantum+Electrodynamics&searchtype=title
Physics,Circuit Quantum Electrodynamics,https://arxiv.org/search/?query=Circuit+Quantum+Electrodynamics&searchtype=title
Physics,The Transmon Qubit,https://arxiv.org/search/?query=The+Transmon+Qubit&searchtype=title
Physics,Flux Qubits,https://arxiv.org/search/?query=Flux+Qubits&searchtype=title
Physics,Phase Qubits,https://arxiv.org/search/?query=Phase+Qubits&searchtype=title
Physics,Topological Qubits,https://arxiv.org/search/?query=Topological+Qubits&searchtype=title
Bio,CRISPR-Cas9 gene editing technology,https://arxiv.org/search/?query=CRISPR-Cas9+gene+editing&searchtype=title
Bio,Base editing: precision genetic alterations,https://arxiv.org/search/?query=Base+editing+precision+genetic&searchtype=title
