Domain,Title,Link
Math,The Polymath Project on Prime Gaps,https://arxiv.org/abs/1407.4890
Math,The ABC Conjecture and Inter-universal Teichmuller Theory,https://arxiv.org/search/?query=ABC+Conjecture+and+Inter-universal+Teichmuller+Theory&searchtype=title
Math,Mochizuki's Proof of the ABC Conjecture,https://arxiv.org/search/?query=Mochizuki+Proof+of+the+ABC+Conjecture&searchtype=title
Math,The PCP Theorem,https://arxiv.org/search/?query=The+PCP+Theorem&searchtype=title
Math,The Unique Games Conjecture,https://arxiv.org/abs/0805.2323
Math,Ramanujan Graphs,https://arxiv.org/search/?query=Ramanujan+Graphs&searchtype=title
Math,The Katz-Sarnak Philosophy for L-functions,https://arxiv.org/search/?query=Katz-Sarnak+Philosophy+for+L-functions&searchtype=title
Math,Random Matrix Theory and the Riemann Zeta Function,https://arxiv.org/abs/math/0008044
Math,The Montgomery-Odlyzko Law,https://arxiv.org/search/?query=Montgomery-Odlyzko+Law&searchtype=title
Math,The Tracy-Widom Distribution,https://arxiv.org/search/?query=Tracy-Widom+Distribution&searchtype=title
