Domain,Title,Link
Math,Khovanov-Rozansky homology,https://arxiv.org/abs/math/0401268
Math,The colored Jones polynomial and the AJ conjecture,https://arxiv.org/search/?query=The+colored+Jones+polynomial+and+the+AJ+conjecture&searchtype=title
Math,Kauffman Bracket and the Jones Polynomial,https://arxiv.org/search/?query=Kauffman+Bracket+and+the+Jones+Polynomial&searchtype=title
Math,Heegaard Floer homology,https://arxiv.org/abs/math/0101206
Math,Instanton Floer homology,https://arxiv.org/search/?query=Instanton+Floer+homology&searchtype=title
Math,Seiberg-Witten invariants,https://arxiv.org/search/?query=Seiberg-Witten+invariants&searchtype=title
Math,The Willmore Conjecture,https://arxiv.org/abs/1202.6035
Math,Min-max theory and the Willmore conjecture,https://arxiv.org/abs/1202.6035
Math,The Lawson Conjecture,https://arxiv.org/abs/1203.3980
Math,A proof of the Lawson conjecture,https://arxiv.org/abs/1203.3980
