Domain,Title,Link
Physics,Demonstration of quantum supremacy using random circuit sampling,https://arxiv.org/abs/1910.11333
Physics,Experimental Realization of Quantum Teleportation,https://arxiv.org/abs/quant-ph/9702052
Physics,Bell's inequalities,https://arxiv.org/abs/quant-ph/0402001
Physics,Loop Quantum Gravity,https://arxiv.org/abs/gr-qc/9710008
Physics,M-Theory as a Matrix Model: A Conjecture,https://arxiv.org/abs/hep-th/9610043
Physics,String Theory and M-Theory,https://arxiv.org/abs/hep-th/9612022
Physics,Topological Insulators and Superconductors,https://arxiv.org/abs/1008.2026
Physics,Colloquium: Topological insulators,https://arxiv.org/abs/1002.3895
Physics,The Quantum Spin Hall Effect and Topological Phase Transition in HgTe Quantum Wells,https://arxiv.org/abs/cond-mat/0611341
Physics,Observation of the quantum spin Hall effect,https://arxiv.org/abs/0705.1524
