Domain,Title,Link
Physics,Observation of B-mode Polarization from the SPT,https://arxiv.org/abs/1307.5830
Physics,Quantum Spin Liquids in Kagome Lattices,https://arxiv.org/abs/cond-mat/0612446
Physics,Kitaev Model and Anyons on a Torus,https://arxiv.org/abs/cond-mat/0506438
Physics,Topological Quantum Computation with Non-Abelian Anyons,https://arxiv.org/abs/quant-ph/0205206
Physics,Majorana Fermions in Condensed Matter,https://arxiv.org/abs/1206.1736
Physics,Evidence for Majorana Bound States in Nanowires,https://arxiv.org/abs/1204.2792
Physics,Observation of Weyl Fermions in a Semimetal,https://arxiv.org/abs/1502.04684
Physics,Prediction and Observation of a Type-II Weyl Semimetal,https://arxiv.org/abs/1506.06577
Physics,Twistronics and Magic-Angle Graphene,https://arxiv.org/abs/1803.02342
Physics,Superconductivity in Magic-Angle Bilayer Graphene,https://arxiv.org/abs/1803.02342
