Domain,Title,Link
Math,Core Models in Set Theory,https://arxiv.org/search/?query=Core+Models+Set+Theory&searchtype=title
Math,The Langlands Program,https://arxiv.org/search/?query=The+Langlands+Program&searchtype=title
Math,The Geometric Langlands Program,https://arxiv.org/search/?query=The+Geometric+Langlands+Program&searchtype=title
Physics,The AdS/CFT Correspondence,https://arxiv.org/abs/hep-th/9711200
Physics,The Holographic Principle,https://arxiv.org/abs/hep-th/9409089
Physics,Black Hole Thermodynamics,https://arxiv.org/abs/gr-qc/9712019
Physics,Hawking Radiation,https://arxiv.org/search/?query=Hawking+Radiation&searchtype=title
Physics,Black Hole Entropy,https://arxiv.org/search/?query=Black+Hole+Entropy&searchtype=title
Physics,The Black Hole Information Paradox,https://arxiv.org/search/?query=The+Black+Hole+Information+Paradox&searchtype=title
Physics,The Firewall Paradox for Black Holes,https://arxiv.org/abs/1207.3123
