Domain,Title,Link
CS,DALL-E 3: Improving Image Generation with Better Captions,https://arxiv.org/search/?query=DALL-E+3&searchtype=title
CS,InstructPix2Pix: Learning to Follow Image Editing Instructions,https://arxiv.org/abs/2211.09800
CS,Consistency Models,https://arxiv.org/abs/2303.01469
CS,DreamFusion: Text-to-3D using 2D Diffusion,https://arxiv.org/abs/2209.14988
CS,Zero-shot Translation with Multilingual Neural Machine Translation,https://arxiv.org/abs/1611.04558
CS,Whisper: Robust Speech Recognition via Large-Scale Weak Supervision,https://arxiv.org/abs/2212.04356
CS,SeamlessM4T: Massively Multilingual & Multimodal Machine Translation,https://arxiv.org/abs/2308.11596
CS,AudioLM: a Language Modeling Approach to Audio Generation,https://arxiv.org/abs/2209.03143
CS,MusicLM: Generating Music From Text,https://arxiv.org/abs/2301.11325
CS,VALL-E: Neural Codec Language Models are Zero-Shot Text to Speech Synthesizers,https://arxiv.org/abs/2301.02111
