Domain,Title,Link
Math,Zermelo-Fraenkel set theory axioms,https://arxiv.org/search/?query=Zermelo-Fraenkel+set+theory+axioms&searchtype=title
Bio,Transcriptional regulation mechanisms in eukaryotic cells,https://arxiv.org/search/?query=Transcriptional+regulation+mechanisms+in+eukaryotic+cells&searchtype=title
Bio,Epigenetic inheritance and chromatin mechanisms,https://arxiv.org/search/?query=Epigenetic+inheritance+and+chromatin+mechanisms&searchtype=title
Bio,Non-coding RNAs and their roles in gene regulation,https://arxiv.org/search/?query=Non-coding+RNAs+roles+gene+regulation&searchtype=title
Bio,Telomeres and telomerase in aging and cancer,https://arxiv.org/search/?query=Telomeres+and+telomerase+aging+cancer&searchtype=title
Bio,Apoptosis mechanisms and pathways,https://arxiv.org/search/?query=Apoptosis+mechanisms+and+pathways&searchtype=title
Bio,Autophagy regulation and its significance,https://arxiv.org/search/?query=Autophagy+regulation+and+its+significance&searchtype=title
Bio,Cell cycle regulation and checkpoints,https://arxiv.org/search/?query=Cell+cycle+regulation+checkpoints&searchtype=title
Bio,Signal transduction pathways in cellular communication,https://arxiv.org/search/?query=Signal+transduction+pathways+cellular+communication&searchtype=title
Bio,Mechanisms of membrane transport,https://arxiv.org/search/?query=Mechanisms+membrane+transport&searchtype=title
