Domain,Title,Link
CS,Gemma: Open Models Based on Gemini Research and Technology,https://arxiv.org/search/?query=Gemma+Open+Models&searchtype=title
CS,Mixtral of Experts,https://arxiv.org/abs/2401.04088
CS,Mistral 7B,https://arxiv.org/abs/2310.06825
CS,Qwen Technical Report,https://arxiv.org/abs/2309.16609
CS,RWKV: Reinventing RNNs for the Transformer Era,https://arxiv.org/abs/2305.13048
CS,Mamba: Linear-Time Sequence Modeling with Selective State Spaces,https://arxiv.org/abs/2312.00752
CS,State Space Models for NLP,https://arxiv.org/search/?query=State+Space+Models&searchtype=title
CS,Long-Short Term Memory (LSTM),https://arxiv.org/search/?query=Long-Short+Term+Memory&searchtype=title
CS,Gated Recurrent Unit (GRU),https://arxiv.org/abs/1412.3555
CS,Hopfield Networks is All You Need,https://arxiv.org/abs/2008.02217
