Domain,Title,Link
Physics,Boson Sampling with Linear Optics,https://arxiv.org/abs/1011.3245
Physics,Time Crystals in Quantum Systems,https://arxiv.org/abs/1610.08057
Physics,Many-Body Localization,https://arxiv.org/abs/1404.0686
Physics,The Eigenstate Thermalization Hypothesis,https://arxiv.org/abs/cond-mat/9403051
Physics,Quantum Chaos and OTOCs,https://arxiv.org/abs/1503.01409
Physics,The Sachdev-Ye-Kitaev Model,https://arxiv.org/abs/1604.07818
Physics,Fluid-Gravity Correspondence,https://arxiv.org/abs/0712.2456
Physics,Viscosity Bound in String Theory,https://arxiv.org/abs/hep-th/0405231
Physics,Quark-Gluon Plasma and the RHIC Results,https://arxiv.org/search/?query=Quark-Gluon+Plasma+RHIC&searchtype=title
Physics,CERN LHC Results on Quark-Gluon Plasma,https://arxiv.org/search/?query=CERN+LHC+Quark-Gluon+Plasma&searchtype=title
