Domain,Title,Link
CS,High-Resolution Image Synthesis with Latent Diffusion Models,https://arxiv.org/abs/2112.10752
CS,CLIP: Learning Transferable Visual Models From Natural Language Supervision,https://arxiv.org/abs/2103.00020
CS,DALL-E: Zero-Shot Text-to-Image Generation,https://arxiv.org/abs/2102.12092
CS,ViT: An Image is Worth 16x16 Words: Transformers for Image Recognition at Scale,https://arxiv.org/abs/2010.11929
CS,Swin Transformer: Hierarchical Vision Transformer using Shifted Windows,https://arxiv.org/abs/2103.14030
CS,WaveNet: A Generative Model for Raw Audio,https://arxiv.org/abs/1609.03499
CS,Tacotron 2: Natural TTS Synthesis by Conditioning WaveNet on Mel Spectrogram Predictions,https://arxiv.org/abs/1712.05884
CS,Deep Speech 2: End-to-End Speech Recognition in English and Mandarin,https://arxiv.org/abs/1512.02595
CS,HuBERT: Self-Supervised Speech Representation Learning by Masked Prediction of Hidden Units,https://arxiv.org/abs/2106.07447
CS,AlphaFold: Highly accurate protein structure prediction with AlphaFold,https://arxiv.org/search/?query=Highly+accurate+protein+structure+prediction+with+AlphaFold&searchtype=title
