Domain,Title,Link
Physics,Mott Insulator State in Magic-Angle Graphene,https://arxiv.org/abs/1803.02343
Physics,Observation of Time Crystals,https://arxiv.org/abs/1610.08057
Physics,Discrete Time Crystals: Rigidity,Criticality
Physics,Quantum Many-Body Scrambling and OTOCs,https://arxiv.org/abs/1503.01409
Physics,Experimental Measurement of Out-of-Time-Ordered Correlators,https://arxiv.org/abs/1612.05249
Physics,MBL: Many-Body Localization Phase Transition,https://arxiv.org/abs/1404.0686
Physics,Thermalization and its absence in isolated quantum systems,https://arxiv.org/abs/1404.0686
Physics,Eigenstate Thermalization Hypothesis (ETH),https://arxiv.org/abs/cond-mat/9403051
Physics,Quantum Information Scrambling in Ion Traps,https://arxiv.org/abs/1806.01256
Physics,Boson Sampling with Photons,https://arxiv.org/abs/1011.3245
