Domain,Title,Link
Physics,Confirmation of the Existence of Proxima Centauri b,https://arxiv.org/search/?query=Proxima+Centauri+b&searchtype=title
Physics,The TRAPPIST-1 System: Seven Earth-Sized Planets,https://arxiv.org/abs/1703.01424
Physics,Lovelock Gravity and Higher Derivative Theories,https://arxiv.org/search/?query=Lovelock+Gravity&searchtype=title
Physics,Horava-Lifshitz Gravity,https://arxiv.org/abs/0901.3775
Physics,Massive Gravity Theory,https://arxiv.org/abs/1007.0443
Physics,Ghost-free Massive Gravity,https://arxiv.org/abs/1011.1232
Physics,Galileons and the Vainshtein Mechanism,https://arxiv.org/abs/0811.2197
Physics,DGP Braneworld Cosmology,https://arxiv.org/abs/hep-th/0005016
Physics,String Gas Cosmology,https://arxiv.org/abs/hep-th/8904033
Physics,Loop Quantum Cosmology,https://arxiv.org/abs/gr-qc/0601085
