Domain,Title,Link
Math,Graph Minors theorems by Robertson and Seymour,https://arxiv.org/search/?query=Graph+Minors+theorems+Robertson+Seymour&searchtype=title
Math,The Dirac-type theorems for hypergraphs,https://arxiv.org/search/?query=Dirac-type+theorems+for+hypergraphs&searchtype=title
Math,Forcing and the independence of the continuum hypothesis,https://arxiv.org/search/?query=Forcing+and+the+independence+of+the+continuum+hypothesis&searchtype=title
Math,Inner models and large cardinals,https://arxiv.org/search/?query=Inner+models+and+large+cardinals&searchtype=title
Math,Determinacy of projective sets from large cardinals,https://arxiv.org/search/?query=Determinacy+of+projective+sets+from+large+cardinals&searchtype=title
Math,A proof of the independence of the axiom of choice,https://arxiv.org/search/?query=independence+of+the+axiom+of+choice&searchtype=title
Math,The modal logic of provability (Godel-Lob logic),https://arxiv.org/search/?query=modal+logic+of+provability&searchtype=title
Math,On the classification of univalent foundations (Homotopy Type Theory),https://arxiv.org/search/?query=Homotopy+Type+Theory+Univalent+Foundations&searchtype=title
Math,Univalent Foundations of Mathematics,https://arxiv.org/abs/1302.6981
Math,The constructive proof of the Four Color Theorem,https://arxiv.org/search/?query=constructive+proof+of+the+Four+Color+Theorem&searchtype=title
