Domain,Title,Link
CS,Attention Is All You Need,https://arxiv.org/abs/1706.03762
CS,Adam: A Method for Stochastic Optimization,https://arxiv.org/abs/1412.6980
CS,Deep Residual Learning for Image Recognition,https://arxiv.org/abs/1512.03385
CS,Generative Adversarial Nets,https://arxiv.org/abs/1406.2661
CS,BERT: Pre-training of Deep Bidirectional Transformers for Language Understanding,https://arxiv.org/abs/1810.04805
CS,Playing Atari with Deep Reinforcement Learning,https://arxiv.org/abs/1312.5602
CS,Mastering the game of Go without human knowledge,https://arxiv.org/abs/1712.01815
CS,Language Models are Few-Shot Learners,https://arxiv.org/abs/2005.14165
CS,Dropout: A Simple Way to Prevent Neural Networks from Overfitting,https://arxiv.org/abs/1207.0580
CS,Batch Normalization: Accelerating Deep Network Training by Reducing Internal Covariate Shift,https://arxiv.org/abs/1502.03167
