Domain,Title,Link
Physics,Experimental Boson Sampling using integrated photonics,https://arxiv.org/abs/1212.0622
Physics,Quantum Supremacy via Boson Sampling,https://arxiv.org/abs/2012.01625
Physics,Photonic Quantum Computer for solving large linear systems,https://arxiv.org/abs/1302.1946
Physics,Quantum Algorithm for Solving Linear Systems of Equations (HHL),https://arxiv.org/abs/0811.3171
Physics,Variational Quantum Eigensolver (VQE),https://arxiv.org/abs/1304.3061
Physics,Quantum Approximate Optimization Algorithm (QAOA),https://arxiv.org/abs/1411.4028
Physics,Hardware-efficient variational quantum eigensolver,https://arxiv.org/abs/1704.05018
Physics,Demonstration of topological data analysis on a quantum processor,https://arxiv.org/abs/1408.3129
Physics,Surface Code Quantum Error Correction,https://arxiv.org/abs/1208.0928
Physics,Realizing Repeated Quantum Error Correction in a Distance-Three Surface Code,https://arxiv.org/abs/2102.06132
