Domain,Title,Link
Physics,CHIME Fast Radio Bursts catalog 1,https://arxiv.org/abs/2106.04352
Physics,Localization of a fast radio burst to a host galaxy,https://arxiv.org/abs/1701.01098
Physics,Detection of a fast radio burst from a Galactic magnetar,https://arxiv.org/abs/2005.10828
Physics,The DES Y3 cosmological constraints,https://arxiv.org/abs/2105.13549
Physics,Tension in the Hubble Constant: Is New Physics Required?,https://arxiv.org/abs/1908.03663
Bio,Unsupervised learning of evolutionary landscapes for drug discovery,https://arxiv.org/abs/2101.08331
Bio,Deep learning on graphs for bioinformatics,https://arxiv.org/search/?query=Deep+learning+on+graphs+for+bioinformatics&searchtype=title
Bio,Geometric Deep Learning for structural bioinformatics,https://arxiv.org/search/?query=Geometric+Deep+Learning+for+structural+bioinformatics&searchtype=title
Bio,Learning the protein language: Evolution sequence and structure,https://arxiv.org/search/?query=Learning+the+protein+language+Evolution+sequence+and+structure&searchtype=title
Bio,Unified language models for biological sequence generation,https://arxiv.org/search/?query=Unified+language+models+biological+sequence+generation&searchtype=title
