Domain,Title,Link
Math,Tracy-Widom distribution for the largest eigenvalue of random matrices,https://arxiv.org/search/?query=Tracy-Widom+distribution&searchtype=title
Math,The Kardar-Parisi-Zhang equation and universality class,https://arxiv.org/abs/1207.6905
Math,Solving the KPZ equation,https://arxiv.org/abs/1107.2315
Math,Hairer's theory of regularity structures,https://arxiv.org/abs/1303.5113
Math,Paracontrolled distributions and singular PDEs,https://arxiv.org/abs/1308.2053
Math,Stochastic quantisation of Yang-Mills,https://arxiv.org/search/?query=Stochastic+quantisation+of+Yang-Mills&searchtype=title
Math,Schramm-Loewner Evolution (SLE),https://arxiv.org/abs/math/9904022
Math,Conformal invariance of planar loop-erased random walks and uniform spanning trees,https://arxiv.org/abs/math/0112245
Math,Dimension of the SLE curves,https://arxiv.org/abs/math/0205001
Math,Brownian map as the scaling limit of random planar maps,https://arxiv.org/abs/1105.3258
