Domain,Title,Link
Math,The Sato-Tate conjecture,https://arxiv.org/abs/math/0603176
Math,Proof of the Sato-Tate conjecture for an abelian variety,https://arxiv.org/abs/math/0603176
Math,The fundamental lemma for the Langlands program,https://arxiv.org/abs/0801.3507
Math,A geometric proof of the fundamental lemma,https://arxiv.org/abs/0801.3507
Math,The Weil conjectures,https://arxiv.org/abs/math/0404318
Math,On the cohomology of algebraic varieties,https://arxiv.org/abs/math/0404318
Math,The arithmetic of elliptic curves,https://arxiv.org/abs/math/0410118
Math,A new method for bounding the ranks of elliptic curves,https://arxiv.org/abs/math/0410118
Math,The structure of finite simple groups,https://arxiv.org/abs/math/0411116
Math,The classification of finite simple groups,https://arxiv.org/abs/math/0411116
